748.48,668.77,419.18,622.33,511.92,269.55,986.62,489.97,538.26,398.39,584.29,258.5,781.31,329.27,557.52,406.15
743.61,668.37,416.28,617.75,518.59,269.93,983.51,493.62,533.47,396.98,582.22,256.19,786.83,331.18,552.71,409.15
740.65,667.73,414.01,616.02,521.11,269.73,980.85,494.66,530.59,395.83,581.89,254.81,790.77,332.74,550.25,412.38
739.01,667.52,413.46,616.52,523.87,271.25,980.53,496.87,528.9,396.45,580.94,254.96,792.03,333,548.86,413.71
741.06,668.09,414.15,619.51,521.95,273.16,981.62,498.65,530.26,396.47,580.17,258.71,790.83,335.21,550.65,415.42
741.1,667.64,414.56,620.5,521.11,274.06,981.44,498.67,530.93,396.43,581.34,259.51,789.99,336.01,550.24,415.35
742.33,673.11,409.31,618.93,519.39,265.65,988.2,495.56,531.54,402.54,576.03,257.6,788.9,327.95,557.8,413.79
746.91,680.14,403.88,622.88,515.06,259.72,998.07,493.57,533.9,409.67,570.15,259.88,784.67,321.01,567.6,412.59
751.21,683.96,402.09,630.23,509.71,259.42,1004.6,494.63,539.13,414.31,568,266.65,779.15,320.5,575.08,414.27
753.54,685.52,401.35,633,505.98,259.39,1008.5,494.29,540.4,416.59,566.79,268.78,776.07,318.22,579.75,414.66
755.84,683.82,405.7,634.06,504.53,260.89,1007.3,492.28,543.29,415.2,570.18,267.94,773.97,318.26,579.32,411.24
758.55,674.49,416.72,639.01,501.29,272.6,998.93,493.51,544.8,407.86,578.8,272.71,770.81,329.54,571.66,411.11
757.82,668.09,425.34,640.85,501.27,281.26,991.02,495.46,546.04,402.25,586.13,271.45,769.79,335.37,565.46,411.13
757.66,665.48,427.87,639.28,501.44,283.45,987.43,494.49,545.54,398.72,588.69,270.4,771.35,336.65,562.95,409.86
756.67,662.5,430.01,639.01,503.28,285.89,984.15,496.5,544.49,396.29,590.93,271.09,772.21,339.89,558.46,410.55
755.48,664.15,427.65,637.19,503.33,282.89,985.49,495.21,543.61,397.62,588.34,268.6,773.04,337.32,560.36,410.06
756.12,663.13,429.81,637.96,501.99,284.05,984.66,494.64,545.02,397.04,589.15,267.89,771.29,336.94,560.53,408.46
760.34,659.05,436.93,640.12,498.08,288.55,982.05,492.3,548.21,393.91,596.3,270.06,767.39,340.41,559.14,405.16
764.14,655.5,444.74,644.12,492.63,293.06,979.96,489.12,553.14,391.28,601.86,271.12,762.05,342.79,558.68,401.95
765.88,655.64,445.07,645.62,491.06,293.54,981.32,489.18,554.28,390.92,601.77,272.76,760.6,342.16,560.13,401.33
764.38,656.86,442.61,645.69,492.6,292.39,981.96,490.78,552.22,393.92,598.49,270.24,762.22,338.4,562.88,401.67
760.52,659.04,437.66,644.54,497.26,292.63,983.06,496.36,547.41,399.46,588.82,264.38,768.17,328.89,565.74,401.37
760.49,656.49,440.68,650.3,498.23,297.53,979.58,500.64,547.53,403.29,584.51,263.23,768.98,323.99,569.4,399.78
759.83,645.97,451.81,658.84,498.03,315.51,968.08,508.68,547.69,405.69,582.86,258.54,769.99,317.67,571.21,395.56
758.93,633.88,463.91,664.35,500.33,333.87,953.57,516.16,545.72,413.35,571.91,244.37,771.75,294.36,580.02,383
753.19,615.4,483.07,666.42,505.41,360.42,930.12,526.88,544.53,428.31,555.06,224.61,771.9,258.77,594.41,363.72
730.55,566.53,522.49,655.32,533.4,418.62,864.22,547.2,556.43,490.62,494.85,192.02,756.51,159.78,667.86,320.43
691.55,506.79,567.76,605.38,581.92,463.4,773.89,551.12,602.06,590.07,413.31,214.41,696.33,58.487,806.14,284.68
603.03,419.93,603.41,432.19,695.08,441.23,624.38,498.11,714.82,715.83,337.21,399.2,557.72,47.376,1016.8,326.21
573.67,412.88,591.76,359.28,732.65,395.72,597.62,463.64,746.61,729.96,341.13,491.63,519.06,95.818,1051.9,372.02
555.77,416.35,576,306.74,755.26,350.12,588.6,434.85,761.78,722.09,362.06,557.31,497.45,150.65,1051.6,411.78
556.29,422.34,569.99,308.45,755.64,344.49,595.22,435.33,756.21,732.52,344.79,531.86,504.62,121.45,1060.9,395.4
748.86,730.87,345.8,618.25,512.9,202.98,1056.7,485.07,534.16,460.5,514.99,257.53,783.17,264.86,622.75,410.65
762.21,780.47,294.06,602.88,497.79,131.59,1120.1,453.22,561.32,473.32,519.12,344.97,746.65,324.03,655.51,464.77
753.32,783.52,283.83,571.51,509.2,108.36,1118.7,437.2,579.44,465.05,540.04,407.17,723.48,385.01,657.79,504.68
721.98,778.57,269.43,499.09,547.36,67.773,1096.2,408.39,627.79,483.24,554.35,539,659.29,463.7,710.77,570.36
681.25,757.4,271.23,424.48,596.96,48.018,1047.5,392.51,675.61,528.41,534.69,643.62,598.85,483.03,789.91,608.9
663.71,738.9,282.56,418.78,617.33,71.133,1016.7,408.71,693.08,543.65,529.75,692.15,575.5,502.02,817.32,630.66
687.83,737.53,299.5,515.71,586.19,142.65,1029.7,470.18,634.8,461.2,583.64,619.76,648.89,561.94,692.5,639.7
735.34,714.11,359.28,693.7,525.42,294.68,1031.2,573.48,531.4,422.72,556.94,384.78,784.61,434.01,582.87,542.89
709.27,614.93,456.74,732.63,556.48,450.71,907.76,646.17,539.28,571.13,397.32,279.96,770.06,171.1,749.99,428.98
619.32,520.85,508.93,605.91,666.15,489.84,749.47,645,669.18,771.89,246.84,451.5,608.57,65.029,1059,432.11
551.08,538.26,444.45,414.14,753.45,329.51,722.8,549.14,786.11,787.42,304.83,779.9,465.38,263.51,1142.1,583.45
539.01,533.51,441.7,382.74,768.97,311.39,709.46,534.15,773.66,775.3,311.63,762.01,479.68,267.9,1122.3,583.43
621.99,546.35,481.92,621.64,661.61,474.21,781.18,655.76,599.73,727.02,257.05,334.88,691.94,44.052,965.78,408.05
691.15,653.52,402.32,717.04,577.68,407.32,939.52,656.03,507.24,575.17,375.55,257.69,809.42,164.9,735.14,447.99
717.28,736.16,322.64,705.64,547,294.01,1047.4,608.45,501.62,473.26,484.81,344.46,819.34,357.4,618.49,540.91
720,751.98,305.31,677.03,544,249.66,1065.9,578.42,524.73,446.76,527.32,413.64,790,441,605.56,579.86
722.89,735.5,326.4,657.23,540.61,247.41,1048.4,555.46,533.05,425.97,554.93,408.64,781.14,453.82,588.25,564.21
738.94,739.5,330.5,658.95,522.83,235.01,1061.5,536.46,550.01,428.62,562.88,418.74,759.27,451.53,601.66,552.35
749.14,727.14,351.84,668.22,509.61,249.18,1052.9,531.32,579.78,410.3,601.18,480.71,722.34,517.22,601.29,575.97
762.91,700.4,392.42,691.37,493.45,289.17,1030.9,535.08,596.04,382.84,641.11,502.31,701.65,559.19,582,576.09
760.48,685.52,408.02,692.03,496.01,306.47,1012.8,539.08,593.63,367.88,655.98,499.99,705.44,574.47,565.48,575.55
