-124.17,-105.33,-114.25
-17.36,-15.551,-1.0226
-0.38027,-16.87,-41.275
572.27,572.41,579.4
3.5309,9.6877,2.7975
-122.97,-105.65,-117.62
-43.674,-35.511,-44.194
575.38,519.59,549.03
-0.02259,-0.0080878,0.005089
-0.0062079,-0.0054266,-0.0021098
-0.082641,-0.074341,-0.085858
